cpr,kan_R,kan_python
2509554775,TRUE,FALSE
1503934137,TRUE,FALSE
2209651044,FALSE,TRUE
0304820266,FALSE,TRUE
2107856990,TRUE,TRUE
0612603579,FALSE,TRUE
1702909167,TRUE,TRUE
1308966309,FALSE,FALSE
1912911448,FALSE,TRUE
2411902342,TRUE,FALSE
2811801902,FALSE,TRUE
2611814361,FALSE,TRUE
0104901963,FALSE,TRUE
0407669681,FALSE,FALSE
2201621315,FALSE,FALSE
2807689943,TRUE,TRUE
0111995573,FALSE,FALSE
1702820912,TRUE,TRUE
2101687491,TRUE,FALSE
1302701083,FALSE,TRUE
2709645485,FALSE,FALSE
2708827268,TRUE,TRUE
1810891626,FALSE,FALSE
0706683326,FALSE,FALSE
2605558845,FALSE,TRUE
1012962197,FALSE,FALSE
3007742068,FALSE,FALSE
2211890420,TRUE,FALSE
1409967047,FALSE,TRUE
2504786650,FALSE,FALSE
1811861160,FALSE,FALSE
1301637911,FALSE,FALSE
0101626765,FALSE,FALSE
3008609533,TRUE,TRUE
0206687934,TRUE,TRUE
1006882132,TRUE,FALSE
2704531289,FALSE,TRUE
0707926015,FALSE,FALSE
2305871445,FALSE,TRUE
0807861782,FALSE,TRUE
1905754382,FALSE,TRUE
0807754559,TRUE,FALSE
2606907853,TRUE,TRUE
0607807256,FALSE,TRUE
1810959958,TRUE,FALSE
3005901920,FALSE,FALSE
2809694165,TRUE,FALSE
0209716316,TRUE,TRUE
0102623738,TRUE,FALSE
0201725715,FALSE,FALSE
2705687265,FALSE,TRUE
0203936177,FALSE,FALSE
1601980211,FALSE,TRUE
0707941644,FALSE,TRUE
1608846712,TRUE,TRUE
1909883133,FALSE,FALSE
2003733477,FALSE,FALSE
0710686967,TRUE,FALSE
1601654472,FALSE,FALSE
0410534868,FALSE,FALSE
0506965323,FALSE,TRUE
1012522734,TRUE,TRUE
1011632913,TRUE,TRUE
2910965224,TRUE,FALSE
2403629782,FALSE,TRUE
0411892596,FALSE,FALSE
1912931104,FALSE,TRUE
1409859441,FALSE,FALSE
0608721326,TRUE,FALSE
2908964863,FALSE,TRUE
1712794937,TRUE,TRUE
1010668910,TRUE,TRUE
1106838356,FALSE,FALSE
0805938259,FALSE,FALSE
1503845121,FALSE,FALSE
2301759996,FALSE,TRUE
1106633057,TRUE,TRUE
1805985812,TRUE,FALSE
1402946151,FALSE,FALSE
1209544204,FALSE,FALSE
2001652978,FALSE,FALSE
2909704015,TRUE,TRUE
2605827134,FALSE,FALSE
0306768272,FALSE,FALSE
1202534267,TRUE,TRUE
2311807664,FALSE,FALSE
2410857459,TRUE,FALSE
0503638511,TRUE,FALSE
0207870317,TRUE,FALSE
0402868950,FALSE,FALSE
1410968168,FALSE,FALSE
0610678200,FALSE,TRUE
2211822532,TRUE,FALSE
0601920777,FALSE,TRUE
1905827702,TRUE,FALSE
2709638709,TRUE,FALSE
2704824197,TRUE,FALSE
0410763458,TRUE,TRUE
1309972495,TRUE,TRUE
1809743273,TRUE,TRUE
3011963666,TRUE,FALSE
1909937969,TRUE,TRUE
0304879589,FALSE,FALSE
1103991330,FALSE,FALSE
1806793081,TRUE,FALSE
1309787853,TRUE,TRUE
1105606521,FALSE,TRUE
2005875892,FALSE,TRUE
0108651034,FALSE,TRUE
1005771210,TRUE,TRUE
1204748568,FALSE,FALSE
2606599508,FALSE,FALSE
2607534282,TRUE,FALSE
1705950190,TRUE,FALSE
0810988757,TRUE,FALSE
1206509554,FALSE,TRUE
0502855290,TRUE,TRUE
1412860051,FALSE,TRUE
1805900362,FALSE,FALSE
0810826607,FALSE,FALSE
0410645055,TRUE,TRUE
2303952250,FALSE,FALSE
0707742886,TRUE,TRUE
0407870075,FALSE,FALSE
0108891206,FALSE,TRUE
3112783800,FALSE,TRUE
0904891802,TRUE,TRUE
0608877196,TRUE,TRUE
0908613572,FALSE,TRUE
2909691069,FALSE,FALSE
1310624273,TRUE,TRUE
2208665528,TRUE,TRUE
2512858853,FALSE,FALSE
0307867336,TRUE,FALSE
1002702950,TRUE,TRUE
3107924604,FALSE,TRUE
2206638074,TRUE,TRUE
2008830332,TRUE,FALSE
0911696996,FALSE,FALSE
0305656938,FALSE,FALSE
1206878208,FALSE,TRUE
2006777414,TRUE,TRUE
1302717308,FALSE,TRUE
0404896677,FALSE,TRUE
2704980519,FALSE,FALSE
0512566599,TRUE,TRUE
2702958949,TRUE,FALSE
1401836718,TRUE,TRUE
0808825863,TRUE,TRUE
2708527813,FALSE,TRUE
1607576009,TRUE,FALSE
0203600515,FALSE,FALSE
0703927837,TRUE,FALSE
2606860227,TRUE,FALSE
0403610442,FALSE,TRUE
2509797577,FALSE,FALSE
1003810378,FALSE,FALSE
1901787361,FALSE,TRUE
2509996375,FALSE,TRUE
1211518251,FALSE,TRUE
0701990255,FALSE,TRUE
0908732486,FALSE,FALSE
0709546108,FALSE,FALSE
0110807029,FALSE,FALSE
2802804973,TRUE,FALSE
0803832751,TRUE,FALSE
1909926497,FALSE,TRUE
3101875374,FALSE,FALSE
0809710657,TRUE,FALSE
2912817531,TRUE,FALSE
0802753181,FALSE,TRUE
1801836334,FALSE,TRUE
2201967517,TRUE,FALSE
2805882925,FALSE,FALSE
2307555738,FALSE,FALSE
0312713030,TRUE,TRUE
1108823692,FALSE,FALSE
0511632974,FALSE,TRUE
0403838240,FALSE,FALSE
1102642136,FALSE,FALSE
1101615858,FALSE,TRUE
1508581571,TRUE,TRUE
2610967320,TRUE,FALSE
1309807250,FALSE,TRUE
1104690670,FALSE,FALSE
1701998347,TRUE,TRUE
1811621500,FALSE,FALSE
0407746183,TRUE,TRUE
0909979152,TRUE,TRUE
0910916139,FALSE,TRUE
0308896071,FALSE,TRUE
0201894443,FALSE,TRUE
0904787488,FALSE,TRUE
1311764453,FALSE,TRUE
1704879690,FALSE,TRUE
3007583380,TRUE,FALSE
2411968626,TRUE,FALSE
0502784851,FALSE,TRUE
0211806670,FALSE,FALSE
1505851646,TRUE,FALSE
1708669282,FALSE,TRUE
2703553703,FALSE,FALSE
0702749741,FALSE,TRUE
0609625475,FALSE,FALSE
0609683388,FALSE,FALSE
2510961078,TRUE,TRUE
2402827873,FALSE,FALSE
2309847551,FALSE,TRUE
3010796389,FALSE,FALSE
0704802515,TRUE,FALSE
1012768012,TRUE,TRUE
3010664617,FALSE,TRUE
0102956065,FALSE,FALSE
1701961279,TRUE,TRUE
0507695378,TRUE,TRUE
0504684383,TRUE,TRUE
3011901664,TRUE,TRUE
1501771452,TRUE,TRUE
2505807446,TRUE,FALSE
1001885127,TRUE,FALSE
0705668310,TRUE,TRUE
1510949752,TRUE,TRUE
1703731282,TRUE,TRUE
0307970884,TRUE,TRUE
2402571930,TRUE,TRUE
2910510123,TRUE,FALSE
0910718853,TRUE,TRUE
3004629552,TRUE,TRUE
2809600148,FALSE,FALSE
2206853269,FALSE,FALSE
1202961516,TRUE,TRUE
1112981766,TRUE,TRUE
1411847814,TRUE,TRUE
2809874124,TRUE,FALSE
2002813757,TRUE,FALSE
2204963341,TRUE,TRUE
0403943869,TRUE,TRUE
2411948182,FALSE,FALSE
0405591556,FALSE,TRUE
1607866757,FALSE,TRUE
3011795609,FALSE,TRUE
0901690578,FALSE,TRUE
2409787955,FALSE,TRUE
1112998435,FALSE,TRUE
1003804788,FALSE,TRUE
1801515719,FALSE,FALSE
2307758769,FALSE,FALSE
0511934648,TRUE,TRUE
1707530669,TRUE,TRUE
1812927069,FALSE,TRUE
0407598727,FALSE,TRUE
0608814009,TRUE,FALSE
1308745776,TRUE,FALSE
2712957923,FALSE,TRUE
0503810323,FALSE,TRUE
2009698689,FALSE,TRUE
1601942232,TRUE,FALSE
0403543821,FALSE,FALSE
3004865566,FALSE,FALSE
0101902534,TRUE,TRUE
0712646273,TRUE,FALSE
2111809521,TRUE,TRUE
1711756181,FALSE,FALSE
0507754182,FALSE,TRUE
1610919346,TRUE,FALSE
2212694455,FALSE,TRUE
3001858192,FALSE,FALSE
0811951688,TRUE,TRUE
2103799412,FALSE,TRUE
2106964557,FALSE,TRUE
0204872510,FALSE,FALSE
3006996435,FALSE,FALSE
0104779105,TRUE,FALSE
1011986266,FALSE,TRUE
1001952983,FALSE,FALSE
0305841870,TRUE,TRUE
2112738421,TRUE,TRUE
1304802611,TRUE,TRUE
0312583982,FALSE,FALSE
2004535137,TRUE,FALSE
1503873959,FALSE,FALSE
1808974355,TRUE,FALSE
0509680457,TRUE,TRUE
2806834685,TRUE,TRUE
0804778851,FALSE,TRUE
1002638596,TRUE,FALSE
2403772018,TRUE,FALSE
1910993348,TRUE,TRUE
1804910017,FALSE,FALSE
2512835443,TRUE,FALSE
2804832581,TRUE,FALSE
2012998146,TRUE,FALSE
1112931101,TRUE,TRUE
2812662433,FALSE,FALSE
1102715212,TRUE,TRUE
0504623123,FALSE,FALSE
1102997894,TRUE,FALSE
2207991545,FALSE,FALSE
0505591009,FALSE,FALSE
0204832458,FALSE,FALSE
2402736580,FALSE,FALSE
0605964276,TRUE,FALSE
0903717773,FALSE,FALSE
0811983565,TRUE,TRUE
1407659121,FALSE,FALSE
0612880173,TRUE,FALSE
2004933419,TRUE,TRUE
1405605744,TRUE,TRUE
1611961744,TRUE,TRUE
1810981085,TRUE,TRUE
1111899371,TRUE,FALSE
0112614830,TRUE,FALSE
1904934127,FALSE,TRUE
2402928475,FALSE,FALSE
2207923323,FALSE,TRUE
1412847011,TRUE,FALSE
2002665842,TRUE,FALSE
2803981933,FALSE,TRUE
1601898904,FALSE,FALSE
1112865678,FALSE,FALSE
0108694913,TRUE,TRUE
0901894513,TRUE,FALSE
2411701250,TRUE,FALSE
2903865045,FALSE,FALSE
2703635569,FALSE,FALSE
1111711951,TRUE,FALSE
0206757484,TRUE,FALSE
2204860380,FALSE,TRUE
1810872994,FALSE,FALSE
2201889833,TRUE,TRUE
1710663846,FALSE,FALSE
2806843349,TRUE,FALSE
2912906938,FALSE,TRUE
2309898838,FALSE,TRUE
0805940854,FALSE,FALSE
2202790843,TRUE,TRUE
1505786154,FALSE,TRUE
0606747132,FALSE,FALSE
0608675934,TRUE,FALSE
2607774920,FALSE,TRUE
3011826412,FALSE,TRUE
1607864460,FALSE,TRUE
2308944936,TRUE,TRUE
1902694953,FALSE,TRUE
2704686068,FALSE,TRUE
0812954840,FALSE,FALSE
0804603687,TRUE,FALSE
0605820256,TRUE,FALSE
1706959432,TRUE,TRUE
0907870826,TRUE,TRUE
1201514481,TRUE,FALSE
1807580390,FALSE,TRUE
3006816637,TRUE,FALSE
1406669378,TRUE,FALSE
1804994048,FALSE,TRUE
1110801357,TRUE,FALSE
2008830837,TRUE,TRUE
2201583531,FALSE,TRUE
2903906345,FALSE,FALSE
1007814167,TRUE,TRUE
0808687086,FALSE,TRUE
2708886274,TRUE,FALSE
1002925580,TRUE,TRUE
0711960864,TRUE,TRUE
0608616814,TRUE,FALSE
1510654473,TRUE,FALSE
1302976261,FALSE,FALSE
2206691756,FALSE,FALSE
2201753118,FALSE,TRUE
1306925158,TRUE,TRUE
2702523902,FALSE,FALSE
2711784617,TRUE,FALSE
1408608080,FALSE,TRUE
2104565303,TRUE,TRUE
3110948450,TRUE,TRUE
1606669768,FALSE,TRUE
2706696395,FALSE,TRUE
0301689063,FALSE,TRUE
1005604430,FALSE,TRUE
2109609071,FALSE,TRUE
1301756605,FALSE,FALSE
2312697374,TRUE,FALSE
0704899895,TRUE,TRUE
0502963560,TRUE,FALSE
3103690655,FALSE,FALSE
1801999649,FALSE,FALSE
1809747132,FALSE,FALSE
0302616828,FALSE,FALSE
2704801871,FALSE,TRUE
0703674308,FALSE,FALSE
0506740830,FALSE,FALSE
1706986908,FALSE,TRUE
1004833780,TRUE,FALSE
0405948485,TRUE,TRUE
0603925225,TRUE,FALSE
0303985699,FALSE,FALSE
0808639285,FALSE,TRUE
0204748529,TRUE,FALSE
0403815778,FALSE,TRUE
0707791083,FALSE,FALSE
0903899104,FALSE,FALSE
1512792384,TRUE,TRUE
2204594870,TRUE,FALSE
1101695965,FALSE,FALSE
3006950014,TRUE,TRUE
0812868269,TRUE,FALSE
1811982460,TRUE,TRUE
0712765749,TRUE,TRUE
2111710558,TRUE,TRUE
0710867609,FALSE,TRUE
2409902172,FALSE,FALSE
1903669740,TRUE,TRUE
2505920435,TRUE,TRUE
0205546682,TRUE,FALSE
0212929482,FALSE,TRUE
0104939078,FALSE,FALSE
2806784813,FALSE,TRUE
2111938782,TRUE,TRUE
1712833492,TRUE,TRUE
1501867779,TRUE,FALSE
1208776002,TRUE,FALSE
1506862899,TRUE,FALSE
0110842108,FALSE,FALSE
1010948434,TRUE,FALSE
0302998935,TRUE,TRUE
1002798251,FALSE,TRUE
1607744520,TRUE,TRUE
1804701575,FALSE,FALSE
2802917441,FALSE,FALSE
3009718926,TRUE,FALSE
3011971674,FALSE,FALSE
2802842572,TRUE,TRUE
2108753011,FALSE,TRUE
1810624964,FALSE,TRUE
3004594394,TRUE,TRUE
3108901335,FALSE,FALSE
1501758245,FALSE,FALSE
1403872137,TRUE,TRUE
0205867231,TRUE,FALSE
1907797641,FALSE,FALSE
3010867461,FALSE,TRUE
2304836168,FALSE,FALSE
0407776375,FALSE,FALSE
1909848438,FALSE,FALSE
1502907768,TRUE,FALSE
0309826577,TRUE,FALSE
3112519359,TRUE,FALSE
1310951257,TRUE,TRUE
0504946965,FALSE,FALSE
0905838720,FALSE,FALSE
0701745576,FALSE,FALSE
2003855081,TRUE,TRUE
2104665732,TRUE,FALSE
2609780659,FALSE,TRUE
2010961684,FALSE,FALSE
2206814509,TRUE,TRUE
1104783391,TRUE,TRUE
1307827807,FALSE,FALSE
1310838057,TRUE,FALSE
0108637953,FALSE,TRUE
1506815975,FALSE,FALSE
0304771599,FALSE,FALSE
3108800486,FALSE,TRUE
2908649025,FALSE,FALSE
0201594894,FALSE,TRUE
0512693363,TRUE,FALSE
0708611490,FALSE,TRUE
1511947785,FALSE,FALSE
0104833096,TRUE,TRUE
2602698430,FALSE,FALSE
2302703850,FALSE,FALSE
2906958908,FALSE,FALSE
0601651676,FALSE,TRUE
1808641156,TRUE,TRUE
0202683463,TRUE,FALSE
2207610264,FALSE,FALSE
2311696471,TRUE,FALSE
2705738439,TRUE,FALSE
2708522038,TRUE,FALSE
0603662947,TRUE,FALSE
0903895399,TRUE,TRUE
0806858729,TRUE,FALSE
2111779502,FALSE,FALSE
1105912998,FALSE,FALSE
1812978196,FALSE,FALSE
2707628889,TRUE,FALSE
2907958421,FALSE,FALSE
1802635129,TRUE,FALSE
1609810659,TRUE,FALSE
3004819017,FALSE,FALSE
0803979886,FALSE,FALSE
1002602078,TRUE,FALSE
1905785435,FALSE,FALSE
1107625006,FALSE,TRUE
1202610924,TRUE,TRUE
2209821104,FALSE,TRUE
2003842122,FALSE,FALSE
1611766485,TRUE,FALSE
2004986312,TRUE,FALSE
0209558728,TRUE,FALSE
1006766623,TRUE,TRUE
1908643508,TRUE,FALSE
3108949686,FALSE,TRUE
0406916813,TRUE,TRUE
2709885774,FALSE,TRUE
0508679060,FALSE,FALSE
1009998574,FALSE,FALSE
2802980591,TRUE,TRUE
1502961563,FALSE,TRUE
2802955081,TRUE,FALSE
1005570340,TRUE,FALSE
2607991125,TRUE,FALSE
2305725649,TRUE,FALSE
1602549280,TRUE,FALSE
2908777384,FALSE,FALSE
2501714607,TRUE,FALSE
3004983179,FALSE,TRUE
0808756029,TRUE,FALSE
2408980057,TRUE,FALSE
0309591091,TRUE,FALSE
2606813053,FALSE,FALSE
2612903268,TRUE,FALSE
0210681602,TRUE,TRUE
2207957134,FALSE,FALSE
2306729664,TRUE,FALSE
0206718962,FALSE,TRUE
2601648186,FALSE,FALSE
2102929196,FALSE,FALSE
2602538656,FALSE,FALSE
1010654523,TRUE,FALSE
2904705523,FALSE,FALSE
1502937536,TRUE,TRUE
1101804252,FALSE,TRUE
2107984234,FALSE,TRUE
0805894487,FALSE,TRUE
2201781445,FALSE,FALSE
1708896654,FALSE,FALSE
0106570686,FALSE,TRUE
3108773107,TRUE,FALSE
1510688569,FALSE,TRUE
1501581053,FALSE,FALSE
0204557871,FALSE,FALSE
0902665686,TRUE,TRUE
3108767408,FALSE,FALSE
0702795343,TRUE,TRUE
1812617134,FALSE,FALSE
2711925733,FALSE,TRUE
1602790699,TRUE,FALSE
0701560701,FALSE,FALSE
1012965189,TRUE,FALSE
3001810411,TRUE,FALSE
2006538452,FALSE,FALSE
2210818238,TRUE,FALSE
2903675383,FALSE,FALSE
2409853344,FALSE,FALSE
0802757446,TRUE,FALSE
2406830464,TRUE,FALSE
2712642233,FALSE,FALSE
2601683961,FALSE,FALSE
0108810045,FALSE,TRUE
0208905249,FALSE,FALSE
1403756889,FALSE,FALSE
0312755023,TRUE,FALSE
0308893707,FALSE,FALSE
0207939690,TRUE,TRUE
1606519374,FALSE,TRUE
1908932841,TRUE,FALSE
0503995483,TRUE,TRUE
0706855817,FALSE,TRUE
0408646727,TRUE,FALSE
1006765021,TRUE,FALSE
1702779028,TRUE,TRUE
0407970553,FALSE,FALSE
2905813330,TRUE,FALSE
2712677596,FALSE,FALSE
1405554344,FALSE,FALSE
2211874117,TRUE,FALSE
0907907517,FALSE,TRUE
1511884193,TRUE,TRUE
1912784091,FALSE,TRUE
0501774858,TRUE,FALSE
0810993272,FALSE,FALSE
2802841296,TRUE,FALSE
2110545477,FALSE,TRUE
2706757490,TRUE,TRUE
0910757311,FALSE,FALSE
2611531968,TRUE,FALSE
2107624886,TRUE,FALSE
2907697962,TRUE,FALSE
1909682247,TRUE,FALSE
0609591312,TRUE,TRUE
1411956238,FALSE,TRUE
2210729597,TRUE,TRUE
0704730205,FALSE,FALSE
0108633920,FALSE,TRUE
0109798598,TRUE,FALSE
0611903430,FALSE,FALSE
0308857817,TRUE,FALSE
3012870878,TRUE,TRUE
2010704415,TRUE,FALSE
1001964429,FALSE,TRUE
2905636740,TRUE,FALSE
2601757860,TRUE,TRUE
2803556769,TRUE,FALSE
2310682112,TRUE,FALSE
0409629774,TRUE,FALSE
0610981689,TRUE,TRUE
0911656815,FALSE,FALSE
2607700082,TRUE,TRUE
2306897634,FALSE,TRUE
0906521150,FALSE,TRUE
2701875907,FALSE,TRUE
0701726955,TRUE,TRUE
0503900714,TRUE,TRUE
0606553184,FALSE,TRUE
2705986779,FALSE,TRUE
2612631002,TRUE,FALSE
0909621287,TRUE,FALSE
2605836312,TRUE,TRUE
1808767049,FALSE,FALSE
2310819296,TRUE,TRUE
1212859384,TRUE,FALSE
0502920061,FALSE,TRUE
1708825054,FALSE,TRUE
0503505465,FALSE,TRUE
2906661914,TRUE,TRUE
2612506423,FALSE,FALSE
1810633829,FALSE,FALSE
0308838549,TRUE,TRUE
2210602086,TRUE,TRUE
0306749548,TRUE,FALSE
2909951707,FALSE,FALSE
1702894556,FALSE,FALSE
0906876053,TRUE,FALSE
0803846064,FALSE,FALSE
2808835660,FALSE,FALSE
2311734298,FALSE,FALSE
2802598710,TRUE,FALSE
0801702736,FALSE,FALSE
2112696432,TRUE,FALSE
1304718320,FALSE,FALSE
2407688503,TRUE,FALSE
1910553374,TRUE,FALSE
0609884051,TRUE,TRUE
0707850648,TRUE,FALSE
1810568302,FALSE,FALSE
2604904204,TRUE,TRUE
2806608341,FALSE,TRUE
0108880825,TRUE,FALSE
1002753236,FALSE,FALSE
3008674087,FALSE,TRUE
2506728438,TRUE,TRUE
1502935731,FALSE,FALSE
1903942104,TRUE,FALSE
0202637528,FALSE,TRUE
2506854077,FALSE,FALSE
0703786131,TRUE,FALSE
0603803498,TRUE,FALSE
0805852031,TRUE,FALSE
2204753319,FALSE,FALSE
1703856287,FALSE,TRUE
3004962837,FALSE,FALSE
2207640298,FALSE,FALSE
2905937498,TRUE,FALSE
2110752116,TRUE,FALSE
1101750678,TRUE,FALSE
2011975034,FALSE,TRUE
0612910638,FALSE,TRUE
0905622131,FALSE,TRUE
2508774696,FALSE,FALSE
0807622098,TRUE,FALSE
1804628673,FALSE,FALSE
1309867901,FALSE,FALSE
2707831445,FALSE,TRUE
0201734239,FALSE,FALSE
0312942988,FALSE,FALSE
1109830816,FALSE,TRUE
1406928630,FALSE,FALSE
1403737308,TRUE,TRUE
1001773328,TRUE,FALSE
0204887675,FALSE,TRUE
0705963676,FALSE,FALSE
1110675357,TRUE,TRUE
3005799448,FALSE,FALSE
3103630240,FALSE,FALSE
3007888737,TRUE,TRUE
2202554421,FALSE,FALSE
3112803745,TRUE,FALSE
2602726491,FALSE,TRUE
0112813233,FALSE,FALSE
0707994558,FALSE,FALSE
2809629879,TRUE,FALSE
0907503842,TRUE,TRUE
1507642271,FALSE,TRUE
1106825315,FALSE,TRUE
1110758220,TRUE,FALSE
2401689126,FALSE,FALSE
3004761783,FALSE,FALSE
2203945683,TRUE,TRUE
0503882566,FALSE,TRUE
1010898115,TRUE,FALSE
0402633663,FALSE,FALSE
1007694013,FALSE,FALSE
0107789474,FALSE,TRUE
2308830336,TRUE,FALSE
0606995278,TRUE,TRUE
2203541707,TRUE,FALSE
0901884353,TRUE,TRUE
1004525272,FALSE,TRUE
2106671450,FALSE,TRUE
1309764206,FALSE,TRUE
2106707997,FALSE,FALSE
2610811914,TRUE,FALSE
2506914348,TRUE,TRUE
3009862348,FALSE,TRUE
1005735767,TRUE,TRUE
0610658437,FALSE,TRUE
2207975925,FALSE,TRUE
1207866509,FALSE,TRUE
1901911211,TRUE,TRUE
0304672656,TRUE,TRUE
0204855935,TRUE,FALSE
2406752767,FALSE,FALSE
1810813419,FALSE,TRUE
2601795092,FALSE,TRUE
2501777187,TRUE,TRUE
3004728241,TRUE,FALSE
1809592972,FALSE,TRUE
0309916376,TRUE,TRUE
3108776232,FALSE,FALSE
0402840895,FALSE,TRUE
1703682497,FALSE,TRUE
1904935446,FALSE,FALSE
1907896405,TRUE,TRUE
2101748586,FALSE,FALSE
2012832952,TRUE,TRUE
0908674902,FALSE,FALSE
1709828556,TRUE,TRUE
1812689660,FALSE,FALSE
1809959260,FALSE,FALSE
0901823114,TRUE,TRUE
0810870006,TRUE,FALSE
1210820963,FALSE,TRUE
0603673258,FALSE,FALSE
2504892739,FALSE,TRUE
1607990248,FALSE,TRUE
0305695742,TRUE,FALSE
1203793812,TRUE,FALSE
1101881270,TRUE,FALSE
1809611951,TRUE,TRUE
2608706889,TRUE,FALSE
0405984854,TRUE,TRUE
0606943042,TRUE,TRUE
1510890508,FALSE,TRUE
1304925850,TRUE,FALSE
1211764978,FALSE,FALSE
2806879969,FALSE,TRUE
2802858896,TRUE,FALSE
2105845944,FALSE,FALSE
2304874779,TRUE,FALSE
0906907234,FALSE,TRUE
0804795027,TRUE,FALSE
1010786720,TRUE,TRUE
0402965131,FALSE,FALSE
0206692679,TRUE,FALSE
1801768291,TRUE,TRUE
1105682791,TRUE,FALSE
1706959017,TRUE,FALSE
3008851599,TRUE,TRUE
1511751745,FALSE,FALSE
2912947865,FALSE,FALSE
2803811567,FALSE,TRUE
1002916734,FALSE,TRUE
2105754321,TRUE,TRUE
0404893656,FALSE,FALSE
0202883477,FALSE,FALSE
1607852170,FALSE,FALSE
2101802417,TRUE,TRUE
3009922694,FALSE,TRUE
0708871092,TRUE,FALSE
0402556316,TRUE,TRUE
2403993328,FALSE,TRUE
1304729202,FALSE,FALSE
0608879316,FALSE,FALSE
1302758108,FALSE,TRUE
0809838651,FALSE,FALSE
2711570085,FALSE,FALSE
0205657623,TRUE,FALSE
1703717503,FALSE,TRUE
1206982314,TRUE,TRUE
0709904500,TRUE,FALSE
1812815926,TRUE,TRUE
0407868182,FALSE,FALSE
0204579215,FALSE,TRUE
2703861742,FALSE,FALSE
3011890905,FALSE,FALSE
1309954829,TRUE,TRUE
0407890115,FALSE,FALSE
0603777339,TRUE,TRUE
1309517144,FALSE,FALSE
2904637165,TRUE,FALSE
2203792425,TRUE,TRUE
2812536522,FALSE,TRUE
2305722897,TRUE,TRUE
0112869769,FALSE,FALSE
2204785261,TRUE,TRUE
0205840722,FALSE,FALSE
0805919895,FALSE,FALSE
1410915107,FALSE,FALSE
3010702680,TRUE,TRUE
2611659498,FALSE,TRUE
0403859258,FALSE,FALSE
2304824326,TRUE,FALSE
1505856601,FALSE,TRUE
2708726557,TRUE,FALSE
0409881475,TRUE,FALSE
1905849626,FALSE,TRUE
1301568944,FALSE,FALSE
1311770528,FALSE,FALSE
2012611506,TRUE,FALSE
0412799224,TRUE,TRUE
0112894447,FALSE,TRUE
1906943262,FALSE,FALSE
1501644715,TRUE,FALSE
2104861024,TRUE,FALSE
2712927791,TRUE,TRUE
2909631545,FALSE,FALSE
2208862340,TRUE,FALSE
0804846421,TRUE,FALSE
1902824586,TRUE,TRUE
1704614610,TRUE,FALSE
1111829319,TRUE,FALSE
2105935355,TRUE,FALSE
1511832368,TRUE,FALSE
2210713542,TRUE,TRUE
1501898669,FALSE,FALSE
2904897648,TRUE,FALSE
1011791192,FALSE,FALSE
2607618541,TRUE,TRUE
1601859468,TRUE,TRUE
0605916646,FALSE,TRUE
0402931345,FALSE,FALSE
0302827386,FALSE,TRUE
1906800061,TRUE,TRUE
2807919562,TRUE,TRUE
1409747246,FALSE,TRUE
1304890000,TRUE,TRUE
0110810567,FALSE,TRUE
2307808489,TRUE,TRUE
2802689727,FALSE,TRUE
0101799925,TRUE,FALSE
0808696920,FALSE,TRUE
1103951483,FALSE,FALSE
1702760503,FALSE,TRUE
2905707518,TRUE,FALSE
2910834010,FALSE,FALSE
0608639186,TRUE,TRUE
1709810175,TRUE,FALSE
1108840526,TRUE,TRUE
3011931273,TRUE,TRUE
0406937204,TRUE,TRUE
2901726129,FALSE,FALSE
1807598412,FALSE,FALSE
0607742294,FALSE,TRUE
0212707818,TRUE,TRUE
2904532704,TRUE,TRUE
0112576503,TRUE,FALSE
1803895412,FALSE,FALSE
1606769363,TRUE,FALSE
2112932642,FALSE,TRUE
2111606963,FALSE,FALSE
1812994532,TRUE,FALSE
1101764592,FALSE,FALSE
0209641928,FALSE,TRUE
1605972926,TRUE,TRUE
2612952623,TRUE,TRUE
2109937742,TRUE,TRUE
0909763330,TRUE,FALSE
2409954333,FALSE,FALSE
2005984066,FALSE,FALSE
2510830200,FALSE,FALSE
2809685615,TRUE,FALSE
0405893991,FALSE,TRUE
0912624891,TRUE,TRUE
0203669097,FALSE,TRUE
1011982223,TRUE,FALSE
1109771597,TRUE,FALSE
1302700152,TRUE,TRUE
3003727650,FALSE,TRUE
0107509628,TRUE,TRUE
1807642168,FALSE,TRUE
0201810878,TRUE,TRUE
2703864691,TRUE,FALSE
0709595369,TRUE,FALSE
1707928227,FALSE,TRUE
1004732104,TRUE,TRUE
1406854704,FALSE,FALSE
0111847566,TRUE,TRUE
0710738207,FALSE,FALSE
0107641422,TRUE,TRUE
2611848621,FALSE,FALSE
0911817473,FALSE,FALSE
2310579939,FALSE,FALSE
2702958156,TRUE,FALSE
2206872768,FALSE,FALSE
2905771860,TRUE,TRUE
0405903408,TRUE,TRUE
1412628367,TRUE,TRUE
2704500677,TRUE,TRUE
1011907363,TRUE,TRUE
2307674084,FALSE,FALSE
1109685624,TRUE,FALSE
1511884596,TRUE,TRUE
0507613635,FALSE,FALSE
0612856840,FALSE,FALSE
0410845292,FALSE,FALSE
0108691461,FALSE,FALSE
1003880207,TRUE,TRUE
3011531066,TRUE,TRUE
0309834565,TRUE,TRUE
0701742284,TRUE,TRUE
1107738351,TRUE,TRUE
1211956134,TRUE,TRUE
2802882510,FALSE,TRUE
0409872920,TRUE,FALSE
2306503581,FALSE,TRUE
1406715287,FALSE,FALSE
1904716992,TRUE,FALSE
1508558196,FALSE,TRUE
1103531344,FALSE,TRUE
2910881846,FALSE,FALSE
0906795364,FALSE,TRUE
