cpr,municipality,salary
1001687826,Slagelse,553480
1901501010,Horsens,693087
0312538271,København,754753
2912830070,Kalundborg,429142
2005546047,København,726478
0303764537,Aalborg,542063
0109724352,Thisted,508229
1109766119,Næstved,547899
1504629115,Vesthimmerlands,669092
0710617176,Brøndby,620155
1206894519,Kalundborg,378247
0203686646,Billund,579183
0501820200,København,421729
3006747380,Lyngby-Taarbæk,472296
2502757596,Kolding,493852
1511744011,Horsens,557520
2110816392,Thisted,435833
1610747742,Viborg,535200
1808856011,Egedal,410755
2104641980,Morsø,610763
1003643774,Esbjerg,555494
2206872160,Varde,404950
1604685683,Aarhus,549301
1210917139,København,287344
3010817295,Hørsholm,440565
3009685902,København,526683
2101840014,Furesø,442290
1301973873,Skanderborg,286636
2009776086,København,423036
0205794763,Aarhus,438570
0912709058,København,552799
0405742515,Slagelse,549326
3003732426,København,505781
1901781121,Brøndby,506828
1012773648,Horsens,495385
1007900773,Roskilde,351673
1106912648,Esbjerg,269532
0502680606,Herning,492003
2110749623,Aarhus,459705
3107802656,Herlev,451246
2302596114,Guldborgsund,642225
0610849592,Næstved,434957
1505745041,Brøndby,533918
0409895984,Mariagerfjord,370641
1807915021,Greve,400312
1909822557,Ringsted,457950
2404813652,Odense,417293
0603951802,København,262553
1402584726,Helsingør,698060
1708788724,Frederikssund,469285
2712741297,Aarhus,478748
1512790319,Aabenraa,504770
0807990081,Gentofte,252991
1807769803,Gribskov,543369
0708888035,København,351773
2501915385,Greve,308540
3003865498,Ikast-Brande,412174
2907668062,Skanderborg,506043
2608964178,Esbjerg,293050
2208557984,Slagelse,688955
2008887397,Guldborgsund,400603
2811773470,Albertslund,441259
2203769022,Næstved,500443
0707668827,København,630891
0706770483,Rødovre,515532
0510760227,Esbjerg,489251
0604894910,Ikast-Brande,354406
1502681635,København,587302
2306923029,Viborg,345193
2405753299,Langeland,571884
0706700109,København,557306
2609874422,Kerteminde,413574
1008954760,Herlev,256419
1002628831,København,623971
1408810071,Halsnæs,479090
2507905841,Horsens,356796
0205884389,Holbæk,432051
0112860508,Esbjerg,362421
0609763204,Frederiksberg,470255
3011816894,Slagelse,406837
0912507599,Skive,730204
1807961020,Esbjerg,241004
1910789762,Viborg,472622
2909630709,Varde,641767
2402824954,Roskilde,399671
0811608450,Kolding,602197
0108922769,Egedal,293482
3101808458,Randers,467438
0403639165,Brøndby,569494
2408517062,Herning,710273
2408703423,København,567727
2603993444,Odense,227855
2506866310,Frederiksberg,376007
1712845277,Sønderborg,399524
1110792485,Guldborgsund,514341
0811714750,Hvidovre,538723
1111586203,Fredensborg,710141
1204845555,Rudersdal,379916
1303840946,Favrskov,405255
3108648558,Solrød,577233
3004574281,Sorø,651640
1105648344,Herlev,586306
3001871120,Aarhus,322788
2301743230,Slagelse,486446
2301802190,Vejle,454165
2812819780,Ballerup,438962
1908651996,Silkeborg,575973
2711919757,Rudersdal,354649
2610816013,Esbjerg,442039
0206793376,København,494175
0807914812,Aalborg,385153
1802860958,Aarhus,380548
1705694569,Aarhus,581050
2310539127,Horsens,711352
2012847936,Furesø,435520
0208760105,Rudersdal,472844
0806641495,Odense,676179
2110627692,Aalborg,606274
2707712407,Roskilde,536882
0606650517,København,601577
1403924568,Frederikssund,316475
3011802869,København,433845
1802674013,Vesthimmerlands,517249
2111974004,Fredensborg,212407
0211762200,Greve,478752
0805789931,København,476523
0610696872,Syddjurs,466077
1210630350,Egedal,584236
2901878868,København,326037
2104718225,Stevns,529116
2601989226,Vejle,282924
2002825065,Horsens,367981
0409553578,Rudersdal,698144
2911508893,Aarhus,718935
1101900085,Kolding,380975
2111546171,Gladsaxe,749714
1605976050,Odder,240216
2108793027,Vordingborg,487294
2608864107,København,349323
1810913422,Kolding,295864
2705542725,Vordingborg,711067
1402699178,Halsnæs,529547
2110920375,Brøndby,375930
2003900211,Svendborg,381115
2005993340,Vordingborg,192747
3006911605,Holbæk,357164
2002559617,Faxe,737711
1506843289,Fredensborg,399124
2001804243,Thisted,479513
2309954212,Odense,269399
2007783210,Gladsaxe,392964
1203860992,Furesø,331807
0410619258,Vejle,568937
0210851087,Høje-Taastrup,462848
1506753138,Haderslev,507012
0609803275,Lyngby-Taarbæk,444807
2512690244,Vesthimmerlands,501322
2503845907,København,423019
1105821792,Struer,384491
1011790057,Holstebro,462812
1008836308,Greve,388504
2011956919,Sønderborg,305444
1101887043,Hjørring,379652
0810790651,Albertslund,502937
2910905514,Frederiksberg,369385
1001815873,Frederiksberg,429090
0103923880,Aarhus,328654
2005654402,Køge,548182
0806516628,Langeland,671807
1602708963,Glostrup,617335
3012975512,Norddjurs,279456
0701521206,Hørsholm,734381
2407650458,Næstved,542407
1805580167,Køge,676954
2912986783,Hedensted,262658
1412639419,Greve,613325
1402632765,Gribskov,592097
0811790496,Jammerbugt,450363
1801880219,Haderslev,437870
0706780979,Randers,445923
0207789885,Guldborgsund,463562
0811695709,Hjørring,568938
2104993169,København,290338
3004967477,Frederiksberg,291546
0307703492,Køge,513284
2310702589,Gladsaxe,574460
2409733598,Furesø,511756
0109540748,Favrskov,625815
1907888687,Gentofte,396295
2501954440,Aarhus,274412
2310968486,Morsø,315850
1402948910,Køge,260041
0209584022,København,629739
1107918898,Ishøj,316050
1802915535,Vejle,359266
1308911447,Frederikshavn,382730
2505725887,Randers,524535
2106844766,Esbjerg,364572
1009851141,Haderslev,421754
1111886324,Holstebro,335067
2804600952,Herning,611697
2103987096,Esbjerg,246048
2212748570,Haderslev,448101
2203853400,Aarhus,370311
0906766474,København,449911
0312910543,Holbæk,333352
0902880860,Faxe,351957
2012746587,Aarhus,488164
0705593565,Silkeborg,678698
1809886458,Helsingør,312704
1103917944,Varde,298013
2007813049,Vallensbæk,420816
1103563185,Frederikssund,700425
2506854667,København,362997
0411626055,Aarhus,626272
0107618355,Aalborg,624786
2706666743,Holbæk,625965
1812800822,Næstved,408798
2907851577,Gribskov,406923
2304685573,Kerteminde,556179
2009851527,Gribskov,441225
2404624568,Rebild,651491
1408774035,Randers,503361
0808915045,Bornholm,327309
0908700891,Gentofte,565068
1802591197,Gladsaxe,725517
3110725478,Hjørring,513495
1105808762,Helsingør,473795
0701865653,Esbjerg,425589
2912947151,Allerød,363958
1110640504,Gentofte,647832
0206619525,Svendborg,638537
0804866146,Vejen,361249
3011953531,Furesø,313603
1212505502,Hillerød,728384
2702986242,Aalborg,168354
0712639301,Gladsaxe,594049
1903620126,Lejre,630944
2511825398,Frederiksberg,406857
3101609385,Lejre,626759
0907985978,Aarhus,222928
0707730059,Roskilde,547308
1502889511,Herning,424153
1105505689,København,748517
1607574064,Svendborg,641006
1407845220,Herning,388130
0506504979,Hillerød,739859
1201863885,Næstved,432901
1707913595,Svendborg,389856
0701996883,Svendborg,311989
1311631612,Hjørring,627743
2201505764,Glostrup,695931
2301704473,Albertslund,563821
0501786606,Hvidovre,385445
2507504240,Stevns,755626
1109729542,Viborg,464120
0812984727,Næstved,320959
0701885399,Tønder,395279
1211752317,Aalborg,514924
2412994491,Odense,350476
1807962358,Guldborgsund,309953
1110899790,Fredensborg,350410
1501861702,København,376393
0703892747,Aalborg,346888
1208763623,Haderslev,505706
1707913333,Hjørring,373906
2001701489,Albertslund,537220
1504692560,Odense,533446
1907978841,Haderslev,291390
2106532069,Tårnby,728429
2806927079,Allerød,348348
0612880248,Hvidovre,369889
0808795723,Randers,490145
0106930181,Allerød,319588
1006703039,Frederiksberg,583236
1607952064,København,306813
2611987907,Odense,290715
2503954103,Tårnby,306901
2608719483,Aarhus,548186
1406739687,Vejen,530652
2606721586,Sønderborg,539463
0305739792,Aalborg,528534
0903697600,Gentofte,609826
3011771479,Tønder,479798
0909531931,Ringkøbing-Skjern,745213
1401697601,Ringkøbing-Skjern,556100
2312862346,Nyborg,409851
3103671183,Horsens,580043
2201671247,København,562779
0409740819,Haderslev,568706
1308967255,Ballerup,303407
2809820394,Hvidovre,369408
1804921095,Holbæk,333183
0306856625,Esbjerg,408077
2807684446,København,585639
2804970938,Odsherred,208467
0111850736,Herning,409913
3012826038,Horsens,476665
0511656901,København,572739
0709817298,Frederikssund,461034
0409750396,Esbjerg,436208
1203946040,Varde,300681
3101877973,Faaborg-Midtfyn,425523
0801587906,Thisted,651729
0501523971,Odense,714177
0208780366,Furesø,401265
0102960969,Viborg,308388
0203679413,Furesø,612851
0412840210,Vejen,451802
1705812960,Aarhus,383414
1707985321,Varde,244444
1308701492,København,554512
0708504277,Odense,783175
0812743881,København,497465
0409921272,Ringsted,267063
1201832014,Roskilde,391378
0205770331,Hillerød,439476
0207657028,København,615326
1105842073,Egedal,373312
0204824259,Roskilde,483567
2004940808,Kalundborg,279341
0207712538,Svendborg,471843
2706691869,Tønder,568478
1308920878,Aabenraa,246817
3009984676,Ballerup,267779
2111636028,Odense,594597
3006763273,Slagelse,460419
1712957834,Gladsaxe,290380
0904703498,Rudersdal,541045
0911548254,Aarhus,740586
2903857016,Vejle,405046
2201731434,Rebild,538435
2208843842,Odense,386350
0106969652,Haderslev,232042
1207679585,Odense,577796
1205673074,Holbæk,545069
1902667282,Faaborg-Midtfyn,570847
0507788287,Dragør,489721
1210734045,Aarhus,519074
2308842664,Allerød,344168
1602816370,Ringkøbing-Skjern,381470
1702944617,Kolding,276983
1103698388,Vejle,538136
2201590385,Helsingør,631646
1806778894,Haderslev,432821
0206877594,København,289905
3105723095,Hedensted,526417
0707782745,Rudersdal,478387
0407699131,Sønderborg,611876
2404948810,Kolding,222846
2408839831,Aarhus,449460
0908680972,Vesthimmerlands,546317
0112660502,København,605045
0302919653,Brøndby,308134
0806863873,Holbæk,381703
2202791894,Skanderborg,432277
2907774757,Hvidovre,481947
1611808715,Skive,450203
0408859490,Jammerbugt,366087
2611834815,Herning,487645
0302868671,Norddjurs,399152
1504616846,Vejle,667030
1510672321,Nyborg,613487
1705870587,Vejle,363725
3108756231,København,470878
3010939355,Aarhus,306833
2911727049,København,564363
1204522673,Holstebro,728479
2412834749,Skive,437219
2911640573,Rødovre,631127
2201966398,Assens,361130
2608796957,Aarhus,474801
0409871398,København,425730
2904682278,Rødovre,540535
1906998432,Randers,266779
2410716204,Køge,470726
3103831819,København,422423
0909873072,Roskilde,362860
0504765756,København,449168
2712963449,Silkeborg,287255
0305655738,Aalborg,562489
0505865628,Glostrup,426729
1704628892,Egedal,583563
0112673171,Aarhus,572866
0103809596,Herlev,437670
2204831678,København,492871
2005897425,Odense,345835
1203831804,Silkeborg,431715
0310948233,København,332219
2402975264,København,309163
2802752916,Middelfart,404485
2912651643,København,640888
2607970280,Hedensted,281430
2611795079,Kalundborg,471018
1702848961,Aarhus,403918
0412787686,Solrød,443538
2410916489,Helsingør,312639
1308758564,Horsens,504344
2202983626,Roskilde,235952
0706956690,Randers,233445
2105684682,Egedal,501022
1103954015,København,291748
3006875384,Nyborg,373096
1008832587,Helsingør,358556
3011542486,Guldborgsund,650977
2811680105,Skanderborg,573028
0106941840,Slagelse,327597
2612843993,København,386427
1509779224,København,452383
0804860404,Horsens,379624
2807787401,Gladsaxe,496790
2802660101,Norddjurs,552144
2911812116,Lejre,424427
1312655381,Sorø,626446
2811985163,Kolding,283712
2510933615,Jammerbugt,313503
0612554866,København,623541
1706848335,Herning,396602
1508771686,Frederiksberg,533383
2210825638,Køge,373891
2502760547,Vejle,466138
0410806882,Aarhus,458641
2011683190,Viborg,521095
2201953497,Esbjerg,281213
2910777217,Norddjurs,484443
2503512020,Thisted,658547
2002952407,Aalborg,252453
1007696262,Frederiksberg,509932
0203936244,København,311472
0610906841,Kolding,349218
2810590720,Haderslev,597150
1403595887,København,666339
1508829872,Skanderborg,409801
2705768190,Fredericia,518937
1809755020,Rebild,456458
0712791684,Herning,410154
1010531912,Aarhus,648326
0808708342,Greve,572278
2405888714,København,340731
0711624480,Viborg,609962
2512607048,København,647761
1505839818,Gladsaxe,430695
0705769723,Gentofte,530452
1903948214,Albertslund,305795
1704759435,Kolding,553467
2412979804,Horsens,332380
1003852266,Faaborg-Midtfyn,346407
1511994343,Esbjerg,235818
2010535683,Frederikshavn,784008
1602830475,Jammerbugt,378833
2208990190,Køge,257708
0512803503,Sorø,439382
1905948451,Billund,288181
3105994323,Aarhus,231811
1703697178,Esbjerg,554165
2311745136,Skive,454788
2403955478,Esbjerg,269425
0608632830,Furesø,521737
0202838172,Frederiksberg,445097
2306815576,København,401910
1511868684,København,398186
0101914459,Viborg,402231
2801758672,Allerød,506959
0911835961,Frederikssund,441608
0806773259,Køge,496120
2411817263,Lyngby-Taarbæk,464031
0411652098,Køge,552046
1802864312,Vejle,414515
2510654705,Herning,614675
1612818895,Faxe,409746
2601870330,København,353680
2411691974,Hvidovre,515854
2802562666,Herlev,614648
2911560264,København,662650
1607938506,Aarhus,259345
2808871176,Esbjerg,352116
1801782766,København,491101
2507967607,Hillerød,268493
2003978107,Slagelse,312082
2905671151,Aalborg,614024
2701744618,Fredensborg,469294
1906743834,Struer,487238
0812988313,Tønder,280090
0808813259,Randers,431529
0602886639,Guldborgsund,343525
0405707162,Aalborg,508468
2202667651,Odense,610357
1307894917,Norddjurs,321571
0409726627,Viborg,549400
2808835387,Holstebro,439016
1012953954,Gentofte,314769
1110546034,Aarhus,721449
1106756432,Frederikshavn,467964
2401729052,Norddjurs,548399
2102769567,København,481122
0511886063,Bornholm,364929
1103571439,København,690946
0609737296,Vejen,539137
2802729627,Gribskov,532980
2307806062,Struer,427564
1012888779,Favrskov,327593
1405570802,Kerteminde,727525
0210887118,Randers,376188
2109755815,Aarhus,434505
3101981032,Vordingborg,205069
2310826696,Odense,389265
1809824077,Kolding,449724
1208943507,Fredericia,332643
2502824827,Esbjerg,454151
2602885897,Gentofte,425426
1308560604,Billund,629083
2201701210,Roskilde,550462
1610975545,Kolding,318282
2106608010,Hedensted,681020
2801989762,Favrskov,312690
1904577594,Syddjurs,711675
1503806175,Faaborg-Midtfyn,477536
1203716455,Hedensted,559602
1507695707,Syddjurs,601654
1602856108,Roskilde,372768
0509716486,Brønderslev,600618
2907708076,Gentofte,533639
3009714724,Albertslund,532275
2112934339,Roskilde,333101
1812505167,Svendborg,740124
1212979716,Greve,300252
2802822929,Aalborg,415599
2209921611,Aabenraa,309722
1201787558,Slagelse,452333
3006627743,Odsherred,588618
2103895560,Hørsholm,375663
2806955482,Herning,259935
3008957297,Middelfart,294422
2411870914,Horsens,391753
2707783053,Aalborg,518299
1106799451,Bornholm,470543
0210809785,Kolding,485103
2011613169,Næstved,621063
1608939239,København,293558
1007782686,København,420072
1710812521,Herning,508856
1607680380,Middelfart,557844
2802659913,Frederikshavn,607518
1403830786,Tårnby,384556
1503926266,Greve,277838
1511835635,Silkeborg,397685
1805868207,Gribskov,389628
1807930229,Vallensbæk,326341
0801844814,Aarhus,384744
1204840748,Fredericia,373825
1908832122,Furesø,350837
2101565049,Ringkøbing-Skjern,752502
0304957700,Aarhus,206264
2001896301,Odense,325110
0106854627,København,411735
0210808677,Næstved,441742
3006798304,Aarhus,445918
1007838645,Faaborg-Midtfyn,408334
2201869812,Aarhus,382007
2609922200,Norddjurs,312851
2002500841,Slagelse,752292
1301827192,Odense,391459
3108873148,Ballerup,395336
3108999506,Hillerød,292915
0909896672,Egedal,331469
2810782031,Skive,467164
2209792406,Aarhus,442774
0607858995,Horsens,419059
1607604638,Rudersdal,624985
1911855704,Aalborg,348582
2405756496,Viborg,458666
1504886149,Viborg,427548
1912828153,Tønder,477857
1307592817,København,641448
1905691314,København,583059
1702881111,København,394855
1810771387,Gentofte,488114
1110727364,Holbæk,502184
1902766398,Odense,480221
0207845300,Skanderborg,452695
1002963314,Aabenraa,288622
1509849505,Favrskov,353486
0707644898,København,609055
2405520362,Ringkøbing-Skjern,702178
2511763063,Vejen,481101
2609705007,Høje-Taastrup,488551
1910891567,Aarhus,339239
1606864208,Roskilde,313574
1512624136,Kerteminde,634156
1212955185,Aarhus,275558
2801813437,Esbjerg,441749
2801996883,Esbjerg,253930
1102850436,Hedensted,461081
1101969624,Herning,301351
1604890142,Tårnby,312496
1312808914,Næstved,509969
2111909972,Jammerbugt,309527
0512870506,Nyborg,311913
3105644732,Hedensted,617081
0403698086,Gladsaxe,484881
1312920654,Hvidovre,306769
1911653462,København,578565
0608772807,Køge,508506
2303668402,Viborg,562792
1006874129,Næstved,403708
0411762199,Odense,465008
1608967181,Morsø,316497
1006929448,Svendborg,294694
3007612313,Ærø,661495
2204564669,Lolland,726717
3004832255,Billund,408955
2111536218,Frederikssund,749220
3008877927,Helsingør,424407
2102712208,Aarhus,489337
0805913105,Hvidovre,388275
1910830932,Roskilde,320175
1904811937,Helsingør,453606
2403537778,Rudersdal,695104
1811930405,Ikast-Brande,311937
0102630328,Slagelse,635277
2702871545,København,377997
2511968250,Køge,262075
1903812114,Fredensborg,474742
2705737780,Ærø,513703
2903966015,Brøndby,308083
1403601408,Brøndby,631781
2901964226,Aarhus,232047
2802845412,Frederikshavn,405178
0810745661,Hjørring,523923
2308949352,Frederikshavn,304932
2301761722,Hørsholm,455309
2102786229,Randers,510350
1806887473,Nyborg,420566
2907759526,Vesthimmerlands,468315
1105834922,Ikast-Brande,398778
1009803771,Aarhus,468760
2804953400,Viborg,263332
2912551848,Odense,695353
3008852998,Aalborg,416311
1305949926,Hedensted,276247
3009923439,Hørsholm,307541
0811963895,Odsherred,254094
1704737463,Ballerup,595245
2306765393,Odsherred,492782
2805988400,Aarhus,306030
0105806994,Assens,429300
2802766057,Odense,547353
1506892754,Frederiksberg,374570
2601913785,Vejle,362275
3010870019,Horsens,404370
2812649746,Svendborg,557566
0409834672,Kolding,428623
2809718830,Frederikshavn,469127
1511687387,Fredericia,629196
1804854485,Lyngby-Taarbæk,408125
0707866173,Vallensbæk,441998
2010634748,Kalundborg,631925
2210734894,Randers,523039
2210641834,København,621155
1703890543,Faaborg-Midtfyn,336295
1312661947,Aalborg,594059
2311968791,Lyngby-Taarbæk,363325
2106754874,Rudersdal,444498
2908638805,Roskilde,615543
1406832392,Næstved,456947
2601865859,Vordingborg,317562
3011698679,Aarhus,537772
0804584981,Furesø,753068
2506821806,Norddjurs,380848
1012774602,Næstved,510942
2112756494,Billund,488032
0402779903,Odense,494304
2911745712,Aarhus,527620
2204897496,Vejle,300657
1502781877,Ikast-Brande,456580
2101670605,Aalborg,587130
2912971837,Bornholm,230166
0407977081,Frederiksberg,327087
0305791537,Helsingør,473564
0511935538,Billund,339324
2007686023,Faaborg-Midtfyn,565774
1010971704,Allerød,318034
1805882525,Ringsted,437800
0704503880,Ringkøbing-Skjern,707273
1805731023,København,522345
1907996573,Hedensted,225226
1901760317,Lyngby-Taarbæk,495887
0906910756,Kolding,302272
3001646803,Gentofte,603184
0106948885,Tønder,308256
0901862840,Varde,359164
0607732976,Odense,507756
0804881175,Aarhus,358009
2512982635,Aarhus,223833
0804669405,Frederikshavn,587174
3011643857,Gribskov,630683
0811656971,Vesthimmerlands,610362
2909747420,Skanderborg,481243
1402669403,København,617049
1409806635,Silkeborg,503907
2403779868,Odsherred,370986
1812757960,Aarhus,517558
2003618913,Gentofte,628085
2212800328,Aalborg,408334
0704850804,Horsens,392155
0104662013,Fredericia,626013
0808779746,Odense,508976
0601884708,Aarhus,338637
1605848329,Frederikssund,448962
2803615598,Varde,580281
1307855595,Køge,458618
1105898529,Hillerød,353582
2505770818,Køge,546360
2204955679,Frederiksberg,279103
2802666649,Lyngby-Taarbæk,598241
1911848955,København,466373
1708596376,Sønderborg,619776
2708691290,Ringkøbing-Skjern,541834
1006575682,Lolland,610026
0904512215,Thisted,725546
0503963636,Odense,275862
2805829150,Sønderborg,431014
2905593404,Frederikshavn,678191
1312799920,Roskilde,493709
1201875759,Kerteminde,382585
0607834735,Herlev,408310
2010984444,Silkeborg,331119
1108560505,Randers,726420
0410918989,Lolland,363486
1311997256,Odsherred,215515
0207794254,Esbjerg,513311
0107885006,Aalborg,306028
2506796284,Odense,459871
1403734201,Mariagerfjord,568959
0105716653,Herning,479425
1106854520,København,424305
0602644771,Herlev,604835
2305898166,Roskilde,304415
1010986689,Varde,314058
1902677562,Gribskov,543910
2310522211,Faxe,701240
0510762407,Aalborg,499310
1604944732,Næstved,272983
2011939387,Guldborgsund,382587
0505847247,Aarhus,472064
1411813278,Kalundborg,377486
2106922991,Herlev,334937
1006851425,Lyngby-Taarbæk,508864
1508713146,Høje-Taastrup,531104
2104820634,København,425257
1410650345,Aarhus,579943
0601957539,Kolding,346728
2802513220,Nordfyns,708707
1601738465,Aabenraa,535700
2504588781,Sønderborg,699782
2101757022,Viborg,530798
1901773675,Lejre,493833
2803710386,Vordingborg,494470
2802796169,Næstved,447866
2901963074,Hedensted,237157
2901773893,Helsingør,495653
1804948080,Rebild,255152
2210858681,Aarhus,385817
0311967873,Egedal,338189
0607683394,Faaborg-Midtfyn,580572
2509984565,Odder,287171
1406913323,Randers,339503
2711730011,Langeland,532998
1304776491,Aalborg,446465
2503607051,Nyborg,672154
1302736402,København,468123
1010832681,Gladsaxe,417294
2508959710,Aarhus,340161
2706772335,Køge,518283
2809764161,Køge,542092
2511660339,Jammerbugt,648048
1811656284,Slagelse,553807
0701899751,København,413404
0507675808,Assens,585897
1402567606,Lyngby-Taarbæk,693527
1609974143,Aabenraa,252719
2504718217,København,500619
1304655107,Albertslund,589491
2407801018,Holbæk,433143
2611965151,Ishøj,313345
2004906076,Viborg,365844
2106670685,Holbæk,555141
0901766345,Herning,544871
0306898806,Aabenraa,314807
0205758618,Helsingør,453027
1107691014,Næstved,538680
3004671902,Holstebro,486409
2303868033,Sønderborg,468415
2408697231,Kalundborg,562436
2905762241,Silkeborg,491471
1705720937,Hillerød,565221
0106932996,Næstved,327017
2802847812,Vejen,374774
3006765975,Aabenraa,499404
2801742057,Middelfart,487142
0101840005,Billund,412359
2711760751,Hedensted,466640
0805941176,Esbjerg,308716
2309799238,Aarhus,462800
1709848458,Skanderborg,438748
3101756879,København,518530
2701857363,Fredensborg,482722
0712813652,Odense,394755
2908868883,Faaborg-Midtfyn,399166
1512814576,Halsnæs,462766
1603828902,Hedensted,411185
1002937741,Slagelse,276423
1805862607,Rebild,326759
0107616337,Odense,559000
2410860155,Gladsaxe,408407
2710858414,Ikast-Brande,395134
2602740277,Ikast-Brande,504416
2206581840,Halsnæs,683833
0312924477,Holbæk,320837
2802964303,Lemvig,382818
2306579964,København,681981
2207719895,København,554605
0604874620,Silkeborg,334750
1411641995,Aalborg,623573
2602910668,Dragør,313289
0107612661,Hedensted,711489
0709941243,Aabenraa,333303
2701654798,Odense,525999
1210888755,Aalborg,342652
1604766199,Aarhus,467897
2904910435,Greve,407361
1809771586,Fredensborg,488488
1006975761,Herning,235722
0802791958,Holstebro,462671
0601979794,Sorø,254289
2612805921,København,488102
0208991461,København,265113
1004963813,Glostrup,369192
0601600926,Aalborg,657164
1402584859,Frederikssund,677862
0111702266,Ringsted,513921
1511734723,Vejen,498363
2603644937,Sønderborg,602614
0609663451,Nyborg,598450
2908950124,Vejle,271206
0209774192,Sønderborg,464803
1907872509,København,404211
1706676270,Hvidovre,518996
0504700405,Rudersdal,531225
2102748208,Vallensbæk,530840
2512799485,Vordingborg,462127
0804634631,Hjørring,590896
2910978993,Aalborg,254382
2509793213,Lyngby-Taarbæk,458991
0809960201,Aalborg,323156
1007718179,Billund,534281
2810871475,Syddjurs,433009
2102635667,Ishøj,580186
2410735584,Herning,507119
0108859774,Slagelse,377163
2407768099,Hjørring,484761
1402604829,København,690201
1701687603,Sønderborg,568174
0201900002,Gentofte,343039
2803840215,Bornholm,468069
0704763605,Frederiksberg,479970
1801590940,Skanderborg,657083
2906861602,Gentofte,381302
1801786864,Aarhus,509543
0302947248,Varde,319076
0112880923,Slagelse,372083
0207871296,Jammerbugt,350733
0106769514,Aarhus,459586
2202981784,Frederikssund,265873
2703622167,Kalundborg,713949
0207975320,Kolding,220723
0407520893,Ringsted,715602
1604855760,Vesthimmerlands,452933
2412574926,Hjørring,700391
1606695134,Stevns,517597
2609842178,Frederiksberg,379205
1903840725,Albertslund,450547
2502803306,København,393830
1010676446,København,576212
2411840048,Silkeborg,420790
2110622909,Næstved,678362
0607516767,Billund,747822
0808638072,Faaborg-Midtfyn,611868
2602760204,Tønder,464139
0510622518,Guldborgsund,668096
1703594304,Lolland,682757
2302795726,Aalborg,443159
0208721863,Randers,503329
1910936222,Billund,265076
0902842070,Sorø,380833
2911893303,København,334901
1902522850,København,725263
2602745005,Odense,481568
1102858504,Tønder,426793
2709861474,Middelfart,355775
2104899098,København,353242
2501730806,Herlev,493224
1402945261,Hørsholm,325719
2401790785,Fredericia,448401
0709659486,Hedensted,616835
1402754152,Aalborg,467396
2007922258,Norddjurs,291105
0502936880,Næstved,305601
0506822060,Ærø,411957
2711838394,Slagelse,372846
3012882327,Hørsholm,399424
1410880083,Gladsaxe,395089
0812880683,Assens,409562
0506981506,Holbæk,290168
0110970398,Esbjerg,233861
1002943431,Haderslev,386470
0310774488,København,476828
1802815612,København,397463
0409915118,Glostrup,284949
1503920048,Tårnby,355191
2309869536,Bornholm,348577
2908840529,København,367279
1702572692,Aarhus,624598
1310894478,Herning,385362
0501996651,Favrskov,291828
1609868392,Fredericia,362178
0301783635,Sønderborg,523044
0702556608,Randers,688640
0404682567,København,549156
2003769519,Frederikshavn,555046
0109807079,Skanderborg,449587
3004915221,Slagelse,375002
2804853931,Horsens,341753
2401914950,Haderslev,345016
1605937146,Helsingør,252180
2604751063,Faaborg-Midtfyn,461382
1109846495,Guldborgsund,487351
2908680328,København,535297
1107894233,København,309040
1801813371,Assens,452591
1506916027,Odense,363939
1208613506,Horsens,631711
2102917865,Køge,340319
1712995822,Egedal,264487
1510680323,Viborg,516766
2310729544,København,520672
2404856881,Thisted,433195
1201641868,Roskilde,647500
2009977319,Hvidovre,290821
2406781108,Lejre,449413
2602860030,Aalborg,355847
1011798445,Fredensborg,491618
1209825753,Kalundborg,464975
0202575688,Kalundborg,650449
2712718793,København,481457
2012989698,Herning,281395
2406520373,Aarhus,760147
0612821360,København,414628
2604795833,Kerteminde,479856
0203739686,Vordingborg,523783
2302825007,Billund,449151
1007934140,Kolding,277863
0911581181,Horsens,643675
1403994015,Herning,244937
1608520567,Morsø,742849
2803623937,Slagelse,621360
1001692743,Odder,602654
1909797690,Vesthimmerlands,459213
1304961399,Aarhus,266889
2306745198,København,538540
1111950337,Randers,307930
0203955703,Køge,341172
1101769176,Haderslev,475754
1304767848,Vejle,477847
2809761522,Vejle,474334
0908782731,Roskilde,489667
2609980539,Randers,244103
1811822685,Holstebro,513870
1512809283,Herning,435851
2405689547,Frederiksberg,610400
2504906864,Furesø,323626
3110915862,Herning,364544
2607506678,Aabenraa,689128
2901979837,Aarhus,295669
1504594675,Aalborg,618177
1605964234,Hedensted,372929
2009729109,Holbæk,517766
1710757563,Greve,533467
0211569239,Ringsted,727650
0206873868,Hjørring,416081
2509895469,Herning,382746
2511974563,Næstved,247392
2804721232,Sønderborg,563208
2301978281,Samsø,316139
0106815280,Skanderborg,405690
3105786073,Rødovre,500884
2706848967,Aalborg,374376
0309650930,Aarhus,556585
1308981175,Køge,279354
1107721516,Vordingborg,491509
2003520339,Egedal,767190
2702874329,Norddjurs,404990
1709878796,Kolding,306929
1903707073,Rudersdal,549571
2907982854,Sorø,309600
0307981039,Kerteminde,301293
0701726395,Silkeborg,542614
0906826589,Randers,492663
1108631284,Jammerbugt,610575
2402725257,Ballerup,583619
1711814045,Faaborg-Midtfyn,421188
1008827329,Odense,371388
0504634314,Frederiksberg,590401
1712702805,Herning,563262
2602927024,Odense,312850
2306553762,Aarhus,684740
1306752179,Bornholm,505783
2809925762,Odsherred,301731
2007523507,København,737450
2408845802,Holbæk,421581
2210964526,København,273683
0401644607,Odense,582974
