cpr,height,weight,hair_len
2407569484,1.55,75.9,34.5
0703845053,1.75,89.3,3.9
0711801269,2.02,81.8,2
1911689679,1.78,82.4,3.2
0712922508,1.73,67.3,40.5
1001687826,1.75,73.4,33.8
1901501010,1.56,76.1,33.4
0312538271,1.87,87.5,6
2912830070,1.72,70.6,31.8
2005546047,1.95,90.1,9.7
0303764537,1.9,88.1,5.5
0109724352,1.69,69.4,30.2
1109766119,1.71,88,4
1504629115,1.92,92.1,2.2
0710617176,1.62,58,20.9
1206894519,1.83,89.3,7.8
0203686646,1.58,62.3,33.2
0501820200,1.75,63.9,28.7
3006747380,1.66,69.1,39
2502757596,1.63,71.2,39.8
1511744011,1.83,82.6,8
2110816392,1.58,71.4,33.3
1610747742,1.93,68.2,27.1
1808856011,1.75,85.4,0.5
2104641980,1.78,62.5,36.3
1003643774,1.57,60.7,23.8
2206872160,1.67,63.6,35.8
1604685683,1.68,83.2,7
1210917139,1.79,91.2,13
3010817295,1.83,79.8,3.3
3009685902,1.72,67.5,34.8
2101840014,1.79,69.8,35.9
1301973873,1.86,85.7,4.9
2009776086,1.78,71.5,43.4
0205794763,1.88,90.4,5.8
0912709058,1.53,69.9,24.6
0405742515,1.76,91.4,2
3003732426,1.73,63.3,24.2
1901781121,1.9,81.8,8.9
1012773648,1.74,74.2,48.7
1007900773,1.87,82.3,5.7
1106912648,1.71,73.1,36.6
0502680606,1.71,69.8,34.4
2110749623,1.96,88.5,12.6
3107802656,1.61,67.7,38.8
2302596114,1.69,72.4,31.7
0610849592,1.89,71.8,28.9
1505745041,1.89,92.7,3.5
0409895984,1.67,71.7,25.2
1807915021,1.89,81.6,5.7
1909822557,1.89,86.4,4.7
2404813652,1.7,73.6,24.7
0603951802,1.66,67.2,32.9
1402584726,1.67,64.7,26.6
1708788724,1.61,67,30.7
2712741297,1.72,83.3,5
1512790319,1.76,86.6,4.1
0807990081,1.78,89.4,9.6
1807769803,1.73,80.2,6.9
0708888035,1.93,92.7,8.9
2501915385,1.72,88.2,4.1
3003865498,1.59,74,31.3
2907668062,1.55,70.3,38
2608964178,1.67,69.7,40.5
2208557984,1.5,72.6,35.5
2008887397,1.74,88.9,8.2
2811773470,1.63,73.5,32.7
2203769022,1.54,72.9,39.1
0707668827,1.88,86.7,5.4
0706770483,1.72,87.5,1.2
0510760227,1.82,89.3,4.5
0604894910,1.59,68.3,48
1502681635,1.9,86.2,4.8
2306923029,1.84,86.2,3.5
2405753299,1.75,84.1,2.5
0706700109,1.62,81.4,1.1
2609874422,1.57,64.2,41.6
1008954760,1.84,71.8,37.8
1002628831,1.78,81.6,5.7
1408810071,1.87,78,4.6
2507905841,1.95,79.3,2.3
0205884389,1.96,87.3,0.9
0112860508,1.55,67.5,33.9
0609763204,1.66,63.1,42.3
3011816894,1.79,67.7,30.5
0912507599,1.89,104.5,8.9
1807961020,1.6,67.6,27.3
1910789762,1.51,75.1,27
2909630709,1.76,78.1,10.3
2402824954,1.72,69.4,52.6
0811608450,1.78,76.3,33
0108922769,1.93,85.7,5.6
3101808458,1.67,65.2,24.5
0403639165,1.74,94,2.9
2408517062,1.6,69.2,50
2408703423,1.84,91,3
2603993444,1.52,64.4,36.6
2506866310,1.57,64.2,42
1712845277,1.81,84.7,3.2
1110792485,1.7,96.7,12.4
0811714750,1.78,75.4,34.5
1111586203,1.79,92.2,6.2
1204845555,1.82,92,3.4
1303840946,1.74,73,34.2
3108648558,1.68,70.2,34.3
3004574281,1.68,87,4.5
1105648344,1.66,69.7,31.2
3001871120,1.83,63.9,36.5
2301743230,1.65,69.4,48.7
2301802190,1.55,65.9,21.1
2812819780,1.6,60.7,28.2
1908651996,1.67,60.9,36.9
2711919757,1.8,80.3,0.4
2610816013,1.64,87.5,2.2
0206793376,1.69,69.1,30
0807914812,1.73,67.5,33.6
1802860958,1.7,71.9,30.6
1705694569,1.83,82.7,7.8
2310539127,1.86,86.3,4.1
2012847936,1.76,67.4,39
0208760105,1.94,79,7.5
0806641495,1.88,94,6.4
2110627692,1.72,61.9,44.6
2707712407,1.73,92.3,3.5
0606650517,1.87,90.6,3.1
1403924568,1.73,71.4,41.3
3011802869,1.62,80.2,5.2
1802674013,1.83,88.9,6.1
2111974004,1.7,79,38.2
0211762200,1.76,67.7,43.9
0805789931,1.84,95.1,11.3
0610696872,1.63,67.7,37.5
1210630350,1.63,68.4,44
2901878868,1.62,64.8,27.5
2104718225,1.81,85.6,1.3
2601989226,1.67,69.2,31.1
2002825065,1.79,87.1,5.4
0409553578,1.63,68,48.8
2911508893,1.8,91.8,2.8
1101900085,1.7,88.7,0.1
2111546171,1.91,84.9,7.2
1605976050,1.64,63.5,27.8
2108793027,1.95,91.7,6.2
2608864107,1.88,78.4,2.6
1810913422,1.66,70.2,31.6
2705542725,1.9,78.5,8.3
1402699178,1.64,63.4,29
2110920375,1.66,84.4,5.2
2003900211,1.78,85.9,3.4
2005993340,1.64,72.5,36.1
3006911605,1.72,87.8,3
2002559617,1.72,86.8,10.6
1506843289,1.89,82.1,4.9
2001804243,1.82,92.5,3.6
2309954212,1.73,66.6,29.8
2007783210,1.69,65.5,38.2
1203860992,1.63,66.8,37.6
0410619258,1.56,72.8,33.2
0210851087,1.71,84.3,3
1506753138,1.75,71.2,35
0609803275,1.88,82.8,6.4
2512690244,1.85,68.1,31.7
2503845907,1.86,88.6,2
1105821792,1.56,75.3,41.8
1011790057,1.9,83.2,5.6
1008836308,1.71,74.3,33.1
2011956919,1.83,97.9,8.2
1101887043,1.83,92.5,7
0810790651,1.99,96,10
2910905514,1.73,64.1,36.5
1001815873,1.87,85.6,3.3
0103923880,1.74,74.3,34.4
2005654402,1.72,69.4,37.3
0806516628,1.76,70.4,44
1602708963,1.9,85.8,7.4
3012975512,1.78,79.6,47.9
0701521206,1.88,66.5,24.6
2407650458,1.76,63.3,47.8
1805580167,1.82,93.8,10.9
2912986783,1.81,87.7,5.1
1412639419,1.68,88.8,6.8
1402632765,1.84,80,6.9
0811790496,1.71,69.4,29.5
1801880219,1.94,90.1,3.7
0706780979,1.83,87.2,3.9
0207789885,1.82,75.3,0.8
0811695709,1.77,79.2,7.6
2104993169,1.69,93.1,0
3004967477,1.74,81.5,0
0307703492,1.53,67.4,20.8
2310702589,1.95,83.3,8.8
2409733598,1.61,76.3,34.8
0109540748,1.69,60.6,28
1907888687,1.83,86.7,3.1
2501954440,1.65,75.2,35.4
2310968486,1.75,69.7,33.2
1402948910,1.68,65,34.2
0209584022,1.75,60.8,39.6
1107918898,1.55,76,32
1802915535,1.69,93.6,3.6
1308911447,1.82,84.1,9.8
2505725887,1.94,79.8,7.1
2106844766,1.77,72.1,33.5
1009851141,2.01,77.1,2.2
1111886324,1.63,70.4,26.6
2804600952,1.58,68.2,37.4
2103987096,1.73,74.3,38.6
2212748570,1.74,74.6,37.9
2203853400,1.7,66,34.8
0906766474,1.55,67.7,36.2
0312910543,1.61,89.8,10.6
0902880860,1.63,77.7,46.3
2012746587,2.03,87.4,8.5
0705593565,1.86,87.7,4.8
1809886458,1.68,69.2,33.7
1103917944,1.57,75.3,25.9
2007813049,1.97,85.6,5.8
1103563185,1.95,87.1,4.2
2506854667,1.8,82.1,7.5
0411626055,1.96,78.5,8.1
0107618355,1.87,87.4,5
2706666743,1.92,92.6,1.4
1812800822,1.53,72,31.9
2907851577,1.82,75.8,8.9
2304685573,1.84,86.8,3.8
2009851527,1.85,86.4,7.6
2404624568,1.79,75,36.3
1408774035,1.82,92.8,6.1
0808915045,2,82.9,3.3
0908700891,1.93,87.7,4.8
1802591197,1.62,87.6,3
3110725478,1.74,71,30.9
1105808762,1.61,66.9,42.1
0701865653,1.79,86.9,5.3
2912947151,1.79,84.2,4.5
1110640504,1.78,70.7,25
0206619525,1.88,85.6,4.4
0804866146,1.51,66.3,24.5
3011953531,1.68,90.3,7.5
1212505502,1.7,64.2,43.9
2702986242,1.84,60.6,37.5
0712639301,1.92,81.4,3.7
1903620126,1.79,77,41.6
2511825398,1.63,70.3,33.5
3101609385,1.69,82.5,4.7
0907985978,1.7,72.5,35
0707730059,1.89,95.4,0.5
1502889511,1.88,84.5,4
1105505689,1.84,75.8,2.2
1607574064,1.66,66.8,41.8
1407845220,1.53,63,28.4
0506504979,1.88,90.6,2.8
1201863885,1.92,82.7,4.4
1707913595,1.71,86.7,2.3
0701996883,1.83,87.1,0.8
1311631612,1.55,72.2,47.1
2201505764,1.73,67.9,26
2301704473,1.77,91.8,3.8
0501786606,1.79,64.4,30.7
2507504240,1.8,75.5,44.2
1109729542,1.6,76.5,32.8
0812984727,1.75,85.3,5.8
0701885399,1.96,87.6,6.6
1211752317,1.88,78.9,2.1
2412994491,1.87,84.2,1.6
1807962358,1.69,70.4,41.8
1110899790,1.76,74.4,30.9
1501861702,1.69,59.5,42.8
0703892747,1.78,89.2,6.2
1208763623,1.97,80.9,6.9
1707913333,1.77,86,6.1
2001701489,1.8,87.7,5.8
1504692560,1.81,70.2,33.3
1907978841,1.5,90.5,2.5
2106532069,1.88,87.8,6.3
2806927079,1.9,77.9,10.7
0612880248,1.57,69,29.1
0808795723,1.87,81,5.4
0106930181,1.81,88.1,3.1
1006703039,1.83,86,1.8
1607952064,1.52,73.1,33.9
2611987907,1.83,85.1,6.5
2503954103,1.75,80,4.2
2608719483,1.98,85.9,4.1
1406739687,1.81,80.8,2.8
2606721586,1.84,64.3,40.5
0305739792,1.61,75.2,44.7
0903697600,1.74,65.1,37.3
3011771479,1.81,82.1,5
0909531931,1.84,85.2,5.7
1401697601,1.88,86.4,5.5
2312862346,1.75,71.2,31.2
3103671183,1.89,88.3,0
2201671247,1.83,80,13.7
0409740819,1.9,78.2,6
1308967255,1.84,89.2,5.8
2809820394,1.66,71.8,37.5
1804921095,1.82,83.5,4.5
0306856625,1.78,86.1,4.9
2807684446,1.71,70.9,21.5
2804970938,1.64,78.6,31.4
0111850736,1.62,71.9,32.8
3012826038,1.71,75.3,45.9
0511656901,1.86,85.8,4.3
0709817298,1.61,78.3,40.2
0409750396,1.59,72.6,29
1203946040,1.66,64.8,26.9
3101877973,1.78,85.8,7.7
0801587906,1.59,69.2,39.9
0501523971,1.8,87.2,5.7
0208780366,1.62,61.2,34.7
0102960969,1.93,85.5,1.1
0203679413,1.74,80.8,4.4
0412840210,1.71,62.6,50.9
1705812960,1.63,68.3,48.9
1707985321,1.66,93.7,10.7
1308701492,1.66,75.7,35.5
0708504277,1.74,96.8,11.4
0812743881,1.92,85.5,8.1
0409921272,1.61,69.2,34.9
1201832014,1.71,68.7,28.1
0205770331,1.61,87.8,7.5
0207657028,1.73,65.1,41.1
1105842073,1.85,86.6,8.5
0204824259,1.87,91.2,0.5
2004940808,1.72,67,42.3
0207712538,1.76,67.4,33.8
2706691869,1.85,85.6,3.2
1308920878,1.51,67.7,24.8
3009984676,1.66,74,35.2
2111636028,1.75,65,34.4
3006763273,1.76,86,8.5
1712957834,1.7,69.3,38.8
0904703498,1.62,76.4,44.6
0911548254,1.62,54.9,46.4
2903857016,1.62,67.9,29.5
2201731434,1.51,75.7,51.1
2208843842,1.79,74.9,36.9
0106969652,1.82,62.5,35.3
1207679585,1.94,82.6,8.7
1205673074,1.69,72.2,33
1902667282,1.62,84.7,37.8
0507788287,1.69,87.5,0.7
1210734045,1.86,89.4,7.3
2308842664,1.51,73.5,40.7
1602816370,1.56,66.5,39.1
1702944617,1.52,87.8,4.7
1103698388,1.8,61.4,43.4
2201590385,1.82,88.8,0.3
1806778894,1.84,65,36.3
0206877594,1.6,65.2,42.1
3105723095,1.76,82.7,1.2
0707782745,1.75,78.5,5.2
0407699131,1.9,79,1.4
2404948810,1.8,64.3,37.5
2408839831,1.86,85.1,5.7
0908680972,1.61,67.3,36.6
0112660502,1.67,69.5,42.6
0302919653,1.74,82.9,2.4
0806863873,1.78,93.2,5.2
2202791894,1.55,64.7,31.2
2907774757,1.95,82,5.9
1611808715,1.79,81.5,4.6
0408859490,1.69,63.6,34.6
2611834815,1.93,84.3,3.4
0302868671,1.77,89.4,6.5
1504616846,1.74,63.3,43.1
1510672321,1.82,78.2,1.3
1705870587,1.78,93.6,6.7
3108756231,1.74,90,5.6
3010939355,1.69,97,5.3
2911727049,1.81,91.8,8.1
1204522673,1.86,83.2,6.1
2412834749,1.89,78.2,8.2
2911640573,1.81,75.3,1.9
2201966398,1.75,72.3,35
2608796957,1.81,81.9,3.7
0409871398,1.79,76.7,30.5
2904682278,1.67,70.3,38.8
1906998432,1.71,77.4,27.4
2410716204,1.54,72,24.8
3103831819,1.76,82.3,7.5
0909873072,1.77,71.2,43.9
0504765756,1.72,70.4,34
2712963449,1.96,78.9,5.5
0305655738,1.69,72.2,32.9
0505865628,1.65,67.3,31.1
1704628892,1.68,62,26.4
0112673171,1.63,89,5.8
0103809596,1.78,61,43.2
2204831678,1.68,72.4,27.2
2005897425,1.82,83.2,3
1203831804,1.6,67.9,35.1
0310948233,1.84,86.7,1.1
2402975264,1.76,72.6,34.1
2802752916,1.6,69.8,35.5
2912651643,1.85,85.6,5.9
2607970280,1.66,72,30.7
2611795079,1.85,92.4,7.8
1702848961,1.91,88.2,10.1
0412787686,1.64,65.7,31
2410916489,1.89,101.7,3.5
1308758564,1.66,77.8,20.2
2202983626,1.75,69.5,37.2
0706956690,1.62,76.3,39
2105684682,1.6,68.3,24.8
1103954015,1.74,80.9,2.8
3006875384,1.77,69.7,33.6
1008832587,1.59,78,9.3
3011542486,1.69,71,35.1
2811680105,1.75,79.5,3.9
0106941840,1.74,73.1,33.7
2612843993,1.67,82.4,8.2
1509779224,1.67,78.1,43.7
0804860404,1.64,73,38.6
2807787401,1.82,81,9.1
2802660101,1.89,89.6,5.3
2911812116,1.7,77.2,45.4
1312655381,1.72,81.2,2.6
2811985163,1.68,96.1,4.1
2510933615,1.8,85.4,5.1
0612554866,1.72,73.1,31.4
1706848335,1.78,91.8,6.1
1508771686,1.81,74.2,40
2210825638,1.79,76.6,29.4
2502760547,1.77,80,9.3
0410806882,1.7,63.6,39.7
2011683190,1.6,66.8,37.5
2201953497,2.01,89.2,4.9
2910777217,1.64,92.4,5.2
2503512020,1.68,68.7,41.4
2002952407,1.82,86.5,6
1007696262,1.79,71.7,37.3
0203936244,1.55,69.3,31.2
0610906841,1.79,87,4.5
2810590720,1.73,68.7,33.4
1403595887,1.74,93.3,7.2
1508829872,1.5,64.5,26.4
2705768190,1.68,69.1,27.5
1809755020,1.67,66.4,31.5
0712791684,1.52,59.4,39.5
1010531912,1.69,70,30.7
0808708342,1.72,68.7,30.7
2405888714,1.83,75.7,38
0711624480,1.66,72.1,38
2512607048,1.79,64.8,30.9
1505839818,1.68,85.5,30.7
0705769723,1.9,86.8,1.8
1903948214,1.65,75.3,41
1704759435,1.74,82.9,6.7
2412979804,1.79,63.4,45.3
1003852266,1.74,70,36.9
1511994343,1.8,92.5,7.4
2010535683,1.71,90.9,7
1602830475,1.86,80,4.4
2208990190,1.71,71.1,36.8
0512803503,1.71,88.9,3.8
1905948451,1.85,91.2,5.8
3105994323,1.92,74.1,3.6
1703697178,1.62,69.2,33.8
2311745136,1.57,66.6,34.1
2403955478,1.51,77.9,37.7
0608632830,1.65,65.7,47.3
0202838172,1.65,71.2,29.1
2306815576,1.61,69.6,37.2
1511868684,1.66,65.6,36.3
0101914459,1.81,87.9,6.6
2801758672,1.7,63.2,42.5
0911835961,1.82,87.9,7.3
0806773259,1.9,80.7,7.5
2411817263,1.77,85.7,1.2
0411652098,1.68,74.2,36.1
1802864312,1.88,73.1,28.8
2510654705,1.75,88.7,4.7
1612818895,1.8,91.3,5.8
2601870330,1.62,70.7,29.4
2411691974,1.65,62.7,29
2802562666,1.63,72.1,31.6
2911560264,1.56,75,39.1
1607938506,1.6,73.2,43.2
2808871176,1.81,73.5,48.8
1801782766,1.71,79.2,37
2507967607,1.91,89,6.7
2003978107,1.9,96,5.3
2905671151,1.75,87.4,9.8
2701744618,1.62,73.2,26.5
1906743834,1.72,67.9,40.6
0812988313,1.79,88.8,5.8
0808813259,1.86,86.8,2.3
0602886639,1.81,88.2,4.2
0405707162,1.87,69.4,31.4
2202667651,1.79,87.2,3.3
1307894917,1.73,89.4,9.5
0409726627,1.75,92.3,1.3
2808835387,1.84,77.6,5.6
1012953954,1.64,72,36.3
1110546034,1.74,65.5,48.3
1106756432,1.73,59.6,39.6
2401729052,1.57,65.1,37.3
2102769567,2.02,87.6,0.5
0511886063,1.78,89.7,4.9
1103571439,1.83,82.1,4
0609737296,1.9,68,32
2802729627,1.82,84.6,2.6
2307806062,1.72,73.7,39.1
1012888779,1.84,89.3,1.9
1405570802,1.72,66.5,47.7
0210887118,1.68,66.9,42.3
2109755815,1.74,83.3,9
3101981032,1.72,72.8,37.7
2310826696,1.6,70.6,30.6
1809824077,1.78,81.3,11.5
1208943507,1.73,93,4.9
2502824827,1.81,84.8,0.5
2602885897,1.85,80.7,5
1308560604,1.69,67.9,36.8
2201701210,1.8,71,33.1
1610975545,1.77,80.3,10.9
2106608010,1.59,68.4,44.2
2801989762,1.6,60.8,30.1
1904577594,1.68,73.5,44.2
1503806175,1.88,91.1,6.1
1203716455,1.82,84.5,10.5
1507695707,1.64,91.3,3.9
1602856108,1.66,59.2,41.9
0509716486,1.58,71,35.3
2907708076,1.67,57.8,36.9
3009714724,1.73,74.3,29.4
2112934339,1.76,82.7,2.9
1812505167,1.85,90.7,7.3
1212979716,1.7,78.5,39.6
2802822929,1.76,84.8,6
2209921611,1.88,83.3,9.6
1201787558,1.7,68.8,24.8
3006627743,1.9,88.8,6.7
2103895560,1.66,66.2,39.4
2806955482,1.58,67.3,30.5
3008957297,1.88,88.4,1.1
2411870914,1.67,63.7,26.7
2707783053,1.79,92.3,0.7
1106799451,1.82,83.3,6.3
0210809785,1.96,92.2,5.4
2011613169,1.76,91.6,7
1608939239,1.74,84.7,0.2
1007782686,1.59,76.5,35.1
1710812521,1.81,90.1,4.6
1607680380,1.52,63.2,43.7
2802659913,1.8,82.9,8
1403830786,1.58,65.9,32.5
1503926266,1.55,66,31.2
1511835635,1.67,82.7,6.1
1805868207,1.76,78.9,6.4
1807930229,1.96,76.7,9.9
0801844814,1.71,68.3,37.5
1204840748,1.71,73,24.8
1908832122,1.58,64.7,46
2101565049,1.86,81,8.9
0304957700,1.72,67.5,44.3
2001896301,1.82,79.9,1.7
0106854627,1.73,90.8,7
0210808677,1.72,88.4,3.3
3006798304,1.7,73.2,36.8
1007838645,1.73,86.7,0.6
2201869812,1.62,75,43.5
2609922200,1.78,74,18.7
2002500841,1.8,96.2,10.8
1301827192,1.52,73.1,46.5
3108873148,1.75,73.6,29.1
3108999506,1.52,68.8,23.4
0909896672,1.7,67.2,39.1
2810782031,1.68,80.3,6
2209792406,1.61,63,38
0607858995,1.77,79.2,5.2
1607604638,1.68,73.4,33.4
1911855704,1.73,68.8,31.9
2405756496,1.55,66.2,45.7
1504886149,1.83,80.7,3.9
1912828153,1.81,85.8,6
1307592817,1.68,81.4,0.9
1905691314,1.78,67,35.6
1702881111,1.76,79.9,6.7
1810771387,1.81,82.4,0.8
1110727364,1.65,70.7,25.1
1902766398,1.75,74.3,28.9
0207845300,1.68,74.5,43.3
1002963314,1.69,67.5,33.2
1509849505,1.84,83.7,4.7
0707644898,1.69,70.5,34.4
2405520362,1.7,59.9,43.7
2511763063,1.93,86.8,3.7
2609705007,1.64,87,1.3
1910891567,1.77,90.1,2.6
1606864208,1.67,78.5,25.6
1512624136,1.79,76.5,35.1
1212955185,1.91,97.5,4.7
2801813437,1.79,73.9,2.5
2801996883,1.85,86.3,5.1
1102850436,1.62,67.6,29.6
1101969624,1.74,69.7,31.9
1604890142,1.55,71.9,35.3
1312808914,1.7,69.9,36.2
2111909972,1.65,69.7,23.6
0512870506,1.57,69.4,29.5
3105644732,1.65,73.3,44
0403698086,1.61,66.8,37.2
1312920654,1.86,72.3,41
1911653462,1.6,67.4,30.5
0608772807,1.94,84.4,7.3
2303668402,1.67,68.6,32.3
1006874129,1.76,87.5,10.4
0411762199,1.89,87.2,7.3
1608967181,1.77,80,6
1006929448,1.76,74,32.6
3007612313,1.76,84.2,4.5
2204564669,1.9,87.4,7.9
3004832255,1.8,88,5.2
2111536218,1.57,70.1,27.2
3008877927,1.83,80.6,9.6
2102712208,1.76,75.7,45.1
0805913105,1.9,90,4.2
1910830932,1.67,73.5,35.6
1904811937,1.86,83.4,2.5
2403537778,1.67,67.8,45.8
1811930405,1.74,86.6,12.4
0102630328,1.72,81.7,39.2
2702871545,1.83,92.8,3.1
2511968250,1.61,74.9,37.2
1903812114,1.54,77.1,47.7
2705737780,1.66,68,38
2903966015,1.95,83.5,4.8
1403601408,1.66,75.1,25.7
2901964226,1.6,70.4,31.1
2802845412,1.83,72.2,36.5
0810745661,1.74,86.2,6.5
2308949352,1.59,79,28.8
2301761722,1.63,72.9,30.7
2102786229,1.86,87.2,3.2
1806887473,1.75,89.5,1.1
2907759526,1.74,65.3,41.8
1105834922,1.76,62.1,34.9
1009803771,1.79,82.8,6.3
2804953400,1.7,68.7,34.6
2912551848,1.56,72.9,33.4
3008852998,1.59,66,35.6
1305949926,1.73,81.3,33.3
3009923439,1.74,82.7,0.4
0811963895,1.88,89.4,3.8
1704737463,1.73,81.8,4.7
2306765393,1.97,84.2,2.1
2805988400,1.56,66.5,17.7
0105806994,1.71,61,40.4
2802766057,1.69,79.9,12.6
1506892754,1.69,65.1,34.6
2601913785,1.9,81.7,7
3010870019,1.77,87.2,4.1
2812649746,1.73,64.7,29.2
0409834672,1.68,71.5,46.3
2809718830,1.74,70.8,37.7
1511687387,1.84,91.2,2.3
1804854485,1.73,86.4,1.1
0707866173,1.84,86.1,3.1
2010634748,1.65,66.7,43.5
2210734894,1.74,64.7,32.6
2210641834,1.6,67,42.7
1703890543,1.67,79.8,2.2
1312661947,1.64,86,5.3
2311968791,1.97,82.9,8.2
2106754874,1.58,74.8,42.8
2908638805,1.93,85.4,2
1406832392,1.69,75.4,32.1
2601865859,1.85,84.3,6.3
3011698679,1.71,91.4,2
0804584981,1.82,84.5,5.5
2506821806,1.84,66.9,36.5
1012774602,1.79,64.3,38.9
2112756494,1.63,73.7,29
0402779903,1.85,95.3,3.1
2911745712,1.81,57.7,38.9
2204897496,1.61,71,35.2
1502781877,1.89,83.1,10.9
2101670605,1.86,85.1,5.2
2912971837,1.79,87.5,4.5
0407977081,1.82,87.3,4.3
0305791537,1.87,88.3,9.7
0511935538,1.73,69.7,43.1
2007686023,1.82,77.1,4.2
1010971704,1.82,75.9,37.5
1805882525,1.76,89,5.4
0704503880,1.78,79,25.3
1805731023,1.94,85.3,6.2
1907996573,1.94,79.7,5
1901760317,1.92,77.8,4.4
0906910756,1.69,72.7,41.6
3001646803,1.85,86.2,3.6
0106948885,1.86,94.8,11.8
0901862840,1.53,71.1,33.8
0607732976,1.63,69.1,33.8
0804881175,1.68,84.4,2.4
2512982635,1.91,88.6,4.3
0804669405,1.84,77.7,8.2
3011643857,1.67,78.9,3.6
0811656971,1.8,77.5,2.6
2909747420,1.61,69.2,19.6
1402669403,1.84,87.1,6
1409806635,1.65,87.3,2.5
2403779868,1.66,65.5,38.2
1812757960,1.67,66.5,35.9
2003618913,1.84,89.3,1
2212800328,1.66,69.6,36.6
0704850804,1.88,70.3,44.3
0104662013,1.78,84.5,1.8
0808779746,1.76,72.2,40.4
0601884708,1.72,55.7,33.6
1605848329,1.68,92.5,6.5
2803615598,1.67,71.1,32.2
1307855595,1.87,80,7.2
1105898529,1.77,87.3,9.8
2505770818,1.64,62.2,49
2204955679,1.68,86,4.5
2802666649,1.76,89.5,1.8
1911848955,1.89,83.4,0.6
1708596376,1.7,68.2,41.9
2708691290,1.64,75.3,32
1006575682,1.5,61.9,38.3
0904512215,1.85,91.9,8.2
0503963636,1.77,72.3,39.4
2805829150,1.52,68.3,35.5
2905593404,1.73,63.7,45.1
1312799920,1.75,71.9,34
1201875759,1.85,89.2,3
0607834735,1.81,87.7,5.1
2010984444,1.62,61.2,37.1
1108560505,1.81,83.8,0.5
0410918989,1.67,88.9,1.3
1311997256,1.63,68.4,43.6
0207794254,1.89,71.8,48
0107885006,1.53,69.1,33
2506796284,1.59,68.6,41.6
1403734201,1.74,83,3.2
0105716653,1.65,85.5,9.3
1106854520,1.59,72.6,31.4
0602644771,1.95,83.7,4
2305898166,1.64,73.8,47.2
1010986689,1.89,84.1,9.7
1902677562,1.66,64.1,42.3
2310522211,1.85,71.3,7.2
0510762407,1.93,85.2,8.3
1604944732,1.87,63.1,34.5
2011939387,1.81,92.2,5.6
0505847247,1.97,86.7,5.6
1411813278,1.59,72.5,36.2
2106922991,1.72,86,7.8
1006851425,1.9,92.8,6.2
1508713146,1.8,75.1,40.5
2104820634,1.73,64.7,42.4
1410650345,1.72,88.7,1.3
0601957539,1.89,75.8,4.5
2802513220,1.7,73.2,44.1
1601738465,1.91,84.7,4.3
2504588781,1.92,82.7,8.6
2101757022,1.69,67,31.8
1901773675,1.99,77.6,3.2
2803710386,1.78,63.9,42.2
2802796169,1.8,90.7,8.6
2901963074,1.75,72.9,27.3
2901773893,1.86,73,4.3
1804948080,1.85,76.6,31.7
2210858681,1.81,81,3.1
0311967873,1.72,82.7,7.3
0607683394,1.68,63.1,38.7
2509984565,1.9,90.7,6.3
1406913323,1.93,94.8,8.8
2711730011,1.82,90.3,6.1
1304776491,1.84,93.3,7.2
2503607051,1.72,80.6,3.6
1302736402,1.64,68.6,45.7
1010832681,1.83,89.5,6.4
2508959710,1.72,55.2,40.2
2706772335,1.89,88.5,1.1
2809764161,1.8,82.1,2
2511660339,1.81,88.5,2.5
1811656284,1.75,76.5,25.8
0701899751,1.68,90,7.4
0507675808,1.6,70.3,31
1402567606,1.5,59,27.5
1609974143,1.79,80.7,9.3
2504718217,1.68,92.8,3.6
1304655107,1.65,94.2,4.6
2407801018,1.76,65.4,24.8
2611965151,1.71,95.5,8.8
2004906076,1.63,88.1,22.1
2106670685,1.72,83.2,1.6
0901766345,1.86,91,7.8
0306898806,1.78,64.3,49.3
0205758618,1.72,58,45.3
1107691014,1.72,72.7,34
3004671902,1.79,72,39.9
2303868033,1.84,87.5,8.4
2408697231,1.86,91.8,4.7
2905762241,1.81,90.8,4
1705720937,1.76,87.3,6
0106932996,1.66,70.7,39.1
2802847812,1.61,67.3,29.2
3006765975,1.82,91.7,8.6
2801742057,1.78,90.3,7.3
0101840005,1.66,88.7,6.8
2711760751,1.71,82.8,2.1
0805941176,1.61,69.6,17.1
2309799238,1.52,71.7,39.8
1709848458,1.68,68.6,34.7
3101756879,1.78,86.9,4.5
2701857363,1.84,94,1.9
0712813652,1.57,69.1,28.6
2908868883,1.57,82.9,2.8
1512814576,1.58,73.2,27
1603828902,1.68,67.7,38.7
1002937741,1.75,86.9,6.2
1805862607,1.75,81.8,0.6
0107616337,1.78,81.8,4.8
2410860155,1.64,87,7.9
2710858414,1.63,79.3,48.6
2602740277,1.79,94.2,8.6
2206581840,1.71,72.8,38.3
0312924477,2.02,73.3,6
2802964303,1.88,86.8,2.5
2306579964,1.54,72.4,37
2207719895,1.78,87.4,5
0604874620,1.71,67.5,36.3
1411641995,1.92,88.7,5.6
2602910668,1.69,62.6,27.7
0107612661,1.74,92,8.5
0709941243,1.94,88.8,6.7
2701654798,1.73,70.8,37.1
1210888755,1.83,87.5,2.6
1604766199,1.8,86,5.9
2904910435,1.81,81,13.1
1809771586,1.66,72.9,29.4
1006975761,1.72,95.2,6.8
0802791958,1.61,65.5,43
0601979794,1.79,66.5,37.1
2612805921,1.62,77.6,4.3
0208991461,1.75,83.8,6.1
1004963813,1.82,78.3,8.6
0601600926,1.9,64.1,34.1
1402584859,1.68,92.4,5.5
